주상병코드,주상병명,진료년도,수진자 주소지,연령,성별,진료건수(건),진료비(천원)
F50,식사장애,2018년,서울특별시,48세,여자,93,3390
F50,식사장애,2018년,서울특별시,49세,남자,4,220
F50,식사장애,2018년,서울특별시,49세,여자,74,4393
F50,식사장애,2018년,서울특별시,50세,남자,1,11
F50,식사장애,2018년,서울특별시,50세,여자,62,3126
F50,식사장애,2018년,서울특별시,51세,여자,56,2492
F50,식사장애,2018년,서울특별시,52세,남자,9,91
F50,식사장애,2018년,서울특별시,52세,여자,17,475
F50,식사장애,2018년,서울특별시,53세,여자,9,4926
F50,식사장애,2018년,서울특별시,54세,여자,25,1261
F50,식사장애,2018년,서울특별시,55세,여자,19,801
F50,식사장애,2018년,서울특별시,56세,여자,14,377
F50,식사장애,2018년,서울특별시,57세,여자,20,749
F50,식사장애,2018년,서울특별시,58세,남자,17,1660
F50,식사장애,2018년,서울특별시,58세,여자,34,1068
F50,식사장애,2018년,서울특별시,59세,남자,1,15
F50,식사장애,2018년,서울특별시,59세,여자,16,581
F50,식사장애,2018년,서울특별시,60세,남자,8,470
F50,식사장애,2018년,서울특별시,60세,여자,15,473
F50,식사장애,2018년,서울특별시,61세,남자,15,909
F50,식사장애,2018년,서울특별시,61세,여자,47,2872
F50,식사장애,2018년,서울특별시,62세,남자,1,11
F50,식사장애,2018년,서울특별시,62세,여자,6,194
F50,식사장애,2018년,서울특별시,63세,남자,13,277
F50,식사장애,2018년,서울특별시,63세,여자,32,1216
F50,식사장애,2018년,서울특별시,64세,남자,4,149
F50,식사장애,2018년,서울특별시,64세,여자,8,125
F50,식사장애,2018년,서울특별시,65세,남자,9,478
F50,식사장애,2018년,서울특별시,65세,여자,18,960
F50,식사장애,2018년,서울특별시,66세,남자,23,1981
F50,식사장애,2018년,서울특별시,66세,여자,20,912
F50,식사장애,2018년,서울특별시,67세,남자,13,899
F50,식사장애,2018년,서울특별시,67세,여자,12,351
F50,식사장애,2018년,서울특별시,68세,남자,11,466
F50,식사장애,2018년,서울특별시,68세,여자,36,1356
F50,식사장애,2018년,서울특별시,69세,남자,27,1698
F50,식사장애,2018년,서울특별시,69세,여자,29,1207
F50,식사장애,2018년,서울특별시,70세,남자,19,946
F50,식사장애,2018년,서울특별시,70세,여자,21,2164
F50,식사장애,2018년,서울특별시,71세,남자,20,975
F50,식사장애,2018년,서울특별시,71세,여자,40,2376
F50,식사장애,2018년,서울특별시,72세,남자,13,797
F50,식사장애,2018년,서울특별시,72세,여자,38,2776
F50,식사장애,2018년,서울특별시,73세,남자,7,288
F50,식사장애,2018년,서울특별시,73세,여자,67,2393
F50,식사장애,2018년,서울특별시,74세,남자,23,1621
F50,식사장애,2018년,서울특별시,74세,여자,10,641
F50,식사장애,2018년,서울특별시,75세,남자,17,1023
F50,식사장애,2018년,서울특별시,75세,여자,51,2997
F50,식사장애,2018년,서울특별시,76세,남자,55,4213
F50,식사장애,2018년,서울특별시,76세,여자,44,2518
F50,식사장애,2018년,서울특별시,77세,남자,76,5137
F50,식사장애,2018년,서울특별시,77세,여자,44,3631
F50,식사장애,2018년,서울특별시,78세,남자,36,1274
F50,식사장애,2018년,서울특별시,78세,여자,66,4668
F50,식사장애,2018년,서울특별시,79세,남자,58,3558
F50,식사장애,2018년,서울특별시,79세,여자,136,8457
F50,식사장애,2018년,서울특별시,80세,남자,14,943
F50,식사장애,2018년,서울특별시,80세,여자,66,4107
F50,식사장애,2018년,서울특별시,81세,남자,23,1443
F50,식사장애,2018년,서울특별시,81세,여자,75,4795
F50,식사장애,2018년,서울특별시,82세,남자,43,2868
F50,식사장애,2018년,서울특별시,82세,여자,92,6151
F50,식사장애,2018년,서울특별시,83세,남자,62,3707
F50,식사장애,2018년,서울특별시,83세,여자,115,8234
F50,식사장애,2018년,서울특별시,84세,남자,24,2081
F50,식사장애,2018년,서울특별시,84세,여자,117,8566
F50,식사장애,2018년,서울특별시,85세,남자,13,870
F50,식사장애,2018년,서울특별시,85세,여자,73,5256
F50,식사장애,2018년,서울특별시,86세,남자,17,1111
F50,식사장애,2018년,서울특별시,86세,여자,70,5600
F50,식사장애,2018년,서울특별시,87세,남자,31,2037
F50,식사장애,2018년,서울특별시,87세,여자,102,20328
F50,식사장애,2018년,서울특별시,88세,남자,8,817
F50,식사장애,2018년,서울특별시,88세,여자,49,3136
F50,식사장애,2018년,서울특별시,89세,남자,6,347
F50,식사장애,2018년,서울특별시,89세,여자,53,12198
F50,식사장애,2018년,서울특별시,90세,남자,12,603
F50,식사장애,2018년,서울특별시,90세,여자,96,7668
F50,식사장애,2018년,서울특별시,91세,남자,13,941
F50,식사장애,2018년,서울특별시,91세,여자,64,6617
F50,식사장애,2018년,서울특별시,92세,남자,4,297
F50,식사장애,2018년,서울특별시,92세,여자,67,4677
F50,식사장애,2018년,서울특별시,93세,여자,73,6359
F50,식사장애,2018년,서울특별시,94세,남자,7,540
F50,식사장애,2018년,서울특별시,94세,여자,36,2782
F50,식사장애,2018년,서울특별시,95세,남자,3,227
F50,식사장애,2018년,서울특별시,95세,여자,46,2456
F50,식사장애,2018년,서울특별시,96세,남자,8,242
F50,식사장애,2018년,서울특별시,96세,여자,22,3043
F50,식사장애,2018년,서울특별시,97세,여자,15,1469
F50,식사장애,2018년,서울특별시,98세,여자,3,592
F50,식사장애,2018년,서울특별시,99세,여자,42,1097
F50,식사장애,2018년,서울특별시,100세 이상,남자,1,42
F50,식사장애,2018년,서울특별시,100세 이상,여자,13,861
F50,식사장애,2018년,부산광역시,0세,여자,1,17
F50,식사장애,2018년,부산광역시,1세,남자,1,15
F50,식사장애,2018년,부산광역시,2세,여자,1,14
F50,식사장애,2018년,부산광역시,4세,남자,6,202
F50,식사장애,2018년,부산광역시,5세,남자,5,60
F50,식사장애,2018년,부산광역시,5세,여자,3,39
F50,식사장애,2018년,부산광역시,10세,남자,1,17
F50,식사장애,2018년,부산광역시,11세,여자,13,779
F50,식사장애,2018년,부산광역시,12세,남자,1,156
F50,식사장애,2018년,부산광역시,12세,여자,14,14608
F50,식사장애,2018년,부산광역시,13세,여자,7,593
F50,식사장애,2018년,부산광역시,14세,여자,21,10719
F50,식사장애,2018년,부산광역시,15세,남자,4,254
F50,식사장애,2018년,부산광역시,15세,여자,3,264
F50,식사장애,2018년,부산광역시,16세,남자,34,10818
F50,식사장애,2018년,부산광역시,16세,여자,27,5355
F50,식사장애,2018년,부산광역시,17세,여자,38,8550
F50,식사장애,2018년,부산광역시,18세,여자,32,8986
F50,식사장애,2018년,부산광역시,19세,여자,39,1792
F50,식사장애,2018년,부산광역시,20세,남자,5,178
F50,식사장애,2018년,부산광역시,20세,여자,15,746
F50,식사장애,2018년,부산광역시,21세,여자,88,6664
F50,식사장애,2018년,부산광역시,22세,남자,1,15
F50,식사장애,2018년,부산광역시,22세,여자,30,33208
F50,식사장애,2018년,부산광역시,23세,남자,7,211
F50,식사장애,2018년,부산광역시,23세,여자,77,3898
F50,식사장애,2018년,부산광역시,24세,여자,54,10151
F50,식사장애,2018년,부산광역시,25세,남자,2,147
F50,식사장애,2018년,부산광역시,25세,여자,89,7156
F50,식사장애,2018년,부산광역시,26세,남자,4,1312
F50,식사장애,2018년,부산광역시,26세,여자,60,2846
F50,식사장애,2018년,부산광역시,27세,여자,45,1973
F50,식사장애,2018년,부산광역시,28세,남자,18,1073
F50,식사장애,2018년,부산광역시,28세,여자,62,3036
F50,식사장애,2018년,부산광역시,29세,남자,6,372
F50,식사장애,2018년,부산광역시,29세,여자,32,1398
F50,식사장애,2018년,부산광역시,30세,남자,5,197
F50,식사장애,2018년,부산광역시,30세,여자,38,1764
F50,식사장애,2018년,부산광역시,31세,남자,1,98
F50,식사장애,2018년,부산광역시,31세,여자,22,1284
F50,식사장애,2018년,부산광역시,32세,남자,14,891
F50,식사장애,2018년,부산광역시,32세,여자,39,2963
F50,식사장애,2018년,부산광역시,33세,여자,32,1211
F50,식사장애,2018년,부산광역시,34세,남자,2,2621
F50,식사장애,2018년,부산광역시,34세,여자,34,2125
F50,식사장애,2018년,부산광역시,35세,남자,2,31
F50,식사장애,2018년,부산광역시,35세,여자,10,1823
F50,식사장애,2018년,부산광역시,36세,여자,32,1224
F50,식사장애,2018년,부산광역시,37세,여자,28,1459
F50,식사장애,2018년,부산광역시,38세,여자,36,1782
F50,식사장애,2018년,부산광역시,39세,여자,37,1678
F50,식사장애,2018년,부산광역시,40세,여자,2,101
F50,식사장애,2018년,부산광역시,42세,남자,1,16
F50,식사장애,2018년,부산광역시,42세,여자,57,3303
F50,식사장애,2018년,부산광역시,43세,여자,25,10692
F50,식사장애,2018년,부산광역시,44세,남자,13,142
F50,식사장애,2018년,부산광역시,44세,여자,19,1386
F50,식사장애,2018년,부산광역시,45세,남자,1,11
F50,식사장애,2018년,부산광역시,45세,여자,8,104
F50,식사장애,2018년,부산광역시,46세,남자,1,15
F50,식사장애,2018년,부산광역시,46세,여자,29,524
F50,식사장애,2018년,부산광역시,47세,여자,9,236
F50,식사장애,2018년,부산광역시,48세,여자,13,283
F50,식사장애,2018년,부산광역시,49세,남자,5,91
F50,식사장애,2018년,부산광역시,49세,여자,25,1572
F50,식사장애,2018년,부산광역시,50세,남자,1,33
F50,식사장애,2018년,부산광역시,50세,여자,5,194
F50,식사장애,2018년,부산광역시,51세,남자,1,13
F50,식사장애,2018년,부산광역시,51세,여자,3,56
F50,식사장애,2018년,부산광역시,52세,남자,1,15
F50,식사장애,2018년,부산광역시,52세,여자,5,340
F50,식사장애,2018년,부산광역시,53세,남자,1,11
F50,식사장애,2018년,부산광역시,53세,여자,5,74
F50,식사장애,2018년,부산광역시,54세,여자,28,1802
F50,식사장애,2018년,부산광역시,55세,여자,6,325
F50,식사장애,2018년,부산광역시,56세,남자,1,19
F50,식사장애,2018년,부산광역시,56세,여자,14,948
F50,식사장애,2018년,부산광역시,57세,여자,2,18
F50,식사장애,2018년,부산광역시,58세,여자,2,60
F50,식사장애,2018년,부산광역시,59세,여자,10,118
F50,식사장애,2018년,부산광역시,60세,남자,2,154
F50,식사장애,2018년,부산광역시,60세,여자,9,572
F50,식사장애,2018년,부산광역시,61세,남자,3,52
F50,식사장애,2018년,부산광역시,61세,여자,1,17
F50,식사장애,2018년,부산광역시,62세,여자,4,57
F50,식사장애,2018년,부산광역시,63세,남자,4,142
F50,식사장애,2018년,부산광역시,63세,여자,1,15
F50,식사장애,2018년,부산광역시,65세,여자,2,31
F50,식사장애,2018년,부산광역시,66세,남자,1,15
F50,식사장애,2018년,부산광역시,66세,여자,1,11
F50,식사장애,2018년,부산광역시,68세,남자,1,15
F50,식사장애,2018년,부산광역시,69세,남자,6,185
F50,식사장애,2018년,부산광역시,69세,여자,1,25
F50,식사장애,2018년,부산광역시,70세,남자,2,24
F50,식사장애,2018년,부산광역시,70세,여자,1,15
F50,식사장애,2018년,부산광역시,72세,여자,7,79
F50,식사장애,2018년,부산광역시,74세,여자,2,31
F50,식사장애,2018년,부산광역시,75세,남자,1,15
F50,식사장애,2018년,부산광역시,75세,여자,3,106
F50,식사장애,2018년,부산광역시,76세,남자,1,10
F50,식사장애,2018년,부산광역시,76세,여자,13,236
F50,식사장애,2018년,부산광역시,77세,남자,1,8
F50,식사장애,2018년,부산광역시,77세,여자,2,22
F50,식사장애,2018년,부산광역시,79세,남자,2,28
F50,식사장애,2018년,부산광역시,80세,여자,4,54
F50,식사장애,2018년,부산광역시,82세,여자,8,375
F50,식사장애,2018년,부산광역시,83세,남자,1,767
F50,식사장애,2018년,부산광역시,83세,여자,2,26
F50,식사장애,2018년,부산광역시,84세,여자,1,12
F50,식사장애,2018년,부산광역시,86세,남자,2,10
F50,식사장애,2018년,부산광역시,86세,여자,1,15
F50,식사장애,2018년,부산광역시,87세,여자,1,11
F50,식사장애,2018년,부산광역시,88세,여자,2,26
F50,식사장애,2018년,부산광역시,89세,여자,2,30
F50,식사장애,2018년,부산광역시,90세,여자,2,65
F50,식사장애,2018년,부산광역시,91세,여자,3,19
F50,식사장애,2018년,부산광역시,94세,여자,2,26
F50,식사장애,2018년,대구광역시,5세,남자,1,14
F50,식사장애,2018년,대구광역시,8세,여자,1,15
F50,식사장애,2018년,대구광역시,9세,남자,5,191
F50,식사장애,2018년,대구광역시,11세,남자,6,2555
F50,식사장애,2018년,대구광역시,11세,여자,3,168
F50,식사장애,2018년,대구광역시,13세,여자,24,9863
F50,식사장애,2018년,대구광역시,14세,남자,2,1012
F50,식사장애,2018년,대구광역시,14세,여자,9,449
F50,식사장애,2018년,대구광역시,15세,여자,11,2155
F50,식사장애,2018년,대구광역시,16세,남자,6,485
F50,식사장애,2018년,대구광역시,16세,여자,18,2193
F50,식사장애,2018년,대구광역시,17세,여자,18,1418
F50,식사장애,2018년,대구광역시,18세,남자,2,23
F50,식사장애,2018년,대구광역시,18세,여자,5,245
F50,식사장애,2018년,대구광역시,19세,남자,1,15
F50,식사장애,2018년,대구광역시,19세,여자,10,649
F50,식사장애,2018년,대구광역시,20세,남자,8,6630
F50,식사장애,2018년,대구광역시,20세,여자,29,2158
F50,식사장애,2018년,대구광역시,21세,여자,46,9312
F50,식사장애,2018년,대구광역시,22세,여자,38,931
F50,식사장애,2018년,대구광역시,23세,여자,32,1974
F50,식사장애,2018년,대구광역시,24세,여자,11,803
F50,식사장애,2018년,대구광역시,25세,남자,4,662
F50,식사장애,2018년,대구광역시,25세,여자,83,4366
F50,식사장애,2018년,대구광역시,26세,남자,1,24
F50,식사장애,2018년,대구광역시,26세,여자,101,11100
F50,식사장애,2018년,대구광역시,27세,남자,8,1763
F50,식사장애,2018년,대구광역시,27세,여자,111,13106
F50,식사장애,2018년,대구광역시,28세,남자,2,141
F50,식사장애,2018년,대구광역시,28세,여자,50,3140
F50,식사장애,2018년,대구광역시,29세,남자,2,94
F50,식사장애,2018년,대구광역시,29세,여자,164,10110
F50,식사장애,2018년,대구광역시,30세,남자,12,629
F50,식사장애,2018년,대구광역시,30세,여자,18,1189
F50,식사장애,2018년,대구광역시,31세,여자,33,1291
F50,식사장애,2018년,대구광역시,32세,여자,31,10806
F50,식사장애,2018년,대구광역시,33세,여자,58,2947
F50,식사장애,2018년,대구광역시,34세,여자,43,3955
F50,식사장애,2018년,대구광역시,35세,여자,46,2123
F50,식사장애,2018년,대구광역시,36세,여자,108,6467
F50,식사장애,2018년,대구광역시,37세,남자,1,19
F50,식사장애,2018년,대구광역시,37세,여자,121,5393
F50,식사장애,2018년,대구광역시,38세,남자,4,61
F50,식사장애,2018년,대구광역시,38세,여자,133,7416
F50,식사장애,2018년,대구광역시,39세,여자,66,4936
F50,식사장애,2018년,대구광역시,40세,여자,70,4862
F50,식사장애,2018년,대구광역시,41세,여자,64,2592
F50,식사장애,2018년,대구광역시,42세,남자,1,28
F50,식사장애,2018년,대구광역시,42세,여자,40,1727
F50,식사장애,2018년,대구광역시,43세,여자,47,2310
F50,식사장애,2018년,대구광역시,44세,남자,4,189
F50,식사장애,2018년,대구광역시,44세,여자,17,736
F50,식사장애,2018년,대구광역시,45세,여자,36,1141
F50,식사장애,2018년,대구광역시,46세,여자,7,278
F50,식사장애,2018년,대구광역시,47세,여자,5,227
F50,식사장애,2018년,대구광역시,48세,여자,38,2321
F50,식사장애,2018년,대구광역시,49세,여자,46,2178
F50,식사장애,2018년,대구광역시,50세,여자,18,983
F50,식사장애,2018년,대구광역시,51세,여자,18,1428
F50,식사장애,2018년,대구광역시,52세,여자,3,137
F50,식사장애,2018년,대구광역시,53세,여자,38,2053
F50,식사장애,2018년,대구광역시,55세,여자,6,274
F50,식사장애,2018년,대구광역시,56세,여자,2,26
F50,식사장애,2018년,대구광역시,57세,남자,2,23
F50,식사장애,2018년,대구광역시,58세,여자,1,58
F50,식사장애,2018년,대구광역시,60세,남자,1,19
F50,식사장애,2018년,대구광역시,60세,여자,6,268
F50,식사장애,2018년,대구광역시,61세,여자,2,100
F50,식사장애,2018년,대구광역시,62세,남자,1,17
F50,식사장애,2018년,대구광역시,64세,남자,1,15
F50,식사장애,2018년,대구광역시,65세,남자,2,28
F50,식사장애,2018년,대구광역시,66세,남자,1,15
F50,식사장애,2018년,대구광역시,66세,여자,12,282
F50,식사장애,2018년,대구광역시,67세,여자,2,26
F50,식사장애,2018년,대구광역시,68세,남자,1,11
F50,식사장애,2018년,대구광역시,68세,여자,1,11
F50,식사장애,2018년,대구광역시,69세,남자,1,29
F50,식사장애,2018년,대구광역시,69세,여자,4,48
F50,식사장애,2018년,대구광역시,70세,남자,1,15
F50,식사장애,2018년,대구광역시,70세,여자,3,40
F50,식사장애,2018년,대구광역시,71세,남자,3,1373
F50,식사장애,2018년,대구광역시,71세,여자,1,19
F50,식사장애,2018년,대구광역시,72세,여자,3,36
F50,식사장애,2018년,대구광역시,73세,남자,1,13
F50,식사장애,2018년,대구광역시,73세,여자,2,22
F50,식사장애,2018년,대구광역시,74세,여자,3,50
F50,식사장애,2018년,대구광역시,75세,남자,3,35
F50,식사장애,2018년,대구광역시,75세,여자,2,139
F50,식사장애,2018년,대구광역시,76세,남자,6,73
F50,식사장애,2018년,대구광역시,76세,여자,2,52
F50,식사장애,2018년,대구광역시,77세,남자,2,56
F50,식사장애,2018년,대구광역시,77세,여자,3,37
F50,식사장애,2018년,대구광역시,78세,남자,10,140
F50,식사장애,2018년,대구광역시,78세,여자,2,88
F50,식사장애,2018년,대구광역시,79세,남자,9,133
F50,식사장애,2018년,대구광역시,79세,여자,11,169
F50,식사장애,2018년,대구광역시,80세,남자,2,26
F50,식사장애,2018년,대구광역시,80세,여자,6,102
F50,식사장애,2018년,대구광역시,81세,남자,1,11
F50,식사장애,2018년,대구광역시,81세,여자,5,63
F50,식사장애,2018년,대구광역시,82세,남자,1,11
F50,식사장애,2018년,대구광역시,83세,남자,4,51
F50,식사장애,2018년,대구광역시,83세,여자,7,169
F50,식사장애,2018년,대구광역시,84세,남자,1,15
F50,식사장애,2018년,대구광역시,84세,여자,7,2457
F50,식사장애,2018년,대구광역시,85세,여자,7,34
F50,식사장애,2018년,대구광역시,87세,남자,1,110
F50,식사장애,2018년,대구광역시,87세,여자,2,100
F50,식사장애,2018년,대구광역시,90세,여자,1,13
F50,식사장애,2018년,대구광역시,95세,여자,4,34
F50,식사장애,2018년,대구광역시,96세,남자,1,11
F50,식사장애,2018년,인천광역시,0세,여자,1,14
F50,식사장애,2018년,인천광역시,4세,남자,3,39
F50,식사장애,2018년,인천광역시,6세,남자,1,16
F50,식사장애,2018년,인천광역시,7세,여자,1,11
F50,식사장애,2018년,인천광역시,11세,남자,1,2620
F50,식사장애,2018년,인천광역시,11세,여자,13,4537
F50,식사장애,2018년,인천광역시,12세,여자,17,1746
F50,식사장애,2018년,인천광역시,13세,남자,15,860
F50,식사장애,2018년,인천광역시,13세,여자,5,2107
F50,식사장애,2018년,인천광역시,15세,남자,38,1561
F50,식사장애,2018년,인천광역시,15세,여자,17,9451
F50,식사장애,2018년,인천광역시,16세,여자,9,5680
F50,식사장애,2018년,인천광역시,17세,여자,37,1433
F50,식사장애,2018년,인천광역시,18세,여자,45,6264
F50,식사장애,2018년,인천광역시,19세,여자,15,976
F50,식사장애,2018년,인천광역시,20세,남자,9,828
F50,식사장애,2018년,인천광역시,20세,여자,12,704
F50,식사장애,2018년,인천광역시,21세,남자,1,143
F50,식사장애,2018년,인천광역시,21세,여자,19,1336
F50,식사장애,2018년,인천광역시,22세,여자,65,11906
F50,식사장애,2018년,인천광역시,23세,남자,9,507
F50,식사장애,2018년,인천광역시,23세,여자,84,4629
F50,식사장애,2018년,인천광역시,24세,남자,12,542
F50,식사장애,2018년,인천광역시,24세,여자,35,3301
F50,식사장애,2018년,인천광역시,25세,여자,47,3993
F50,식사장애,2018년,인천광역시,26세,여자,78,9102
F50,식사장애,2018년,인천광역시,27세,남자,1,31
F50,식사장애,2018년,인천광역시,27세,여자,47,3485
F50,식사장애,2018년,인천광역시,28세,여자,78,4399
F50,식사장애,2018년,인천광역시,29세,남자,19,2044
F50,식사장애,2018년,인천광역시,29세,여자,4,565
F50,식사장애,2018년,인천광역시,30세,남자,2,73
F50,식사장애,2018년,인천광역시,30세,여자,59,29391
F50,식사장애,2018년,인천광역시,31세,남자,1,15
F50,식사장애,2018년,인천광역시,31세,여자,13,570
F50,식사장애,2018년,인천광역시,32세,남자,2,121
F50,식사장애,2018년,인천광역시,32세,여자,1,44
F50,식사장애,2018년,인천광역시,33세,남자,5,414
F50,식사장애,2018년,인천광역시,33세,여자,19,1112
F50,식사장애,2018년,인천광역시,34세,남자,16,431
F50,식사장애,2018년,인천광역시,34세,여자,51,2503
F50,식사장애,2018년,인천광역시,35세,남자,3,73
F50,식사장애,2018년,인천광역시,35세,여자,25,981
F50,식사장애,2018년,인천광역시,36세,남자,9,394
F50,식사장애,2018년,인천광역시,36세,여자,7,297
F50,식사장애,2018년,인천광역시,37세,남자,2,204
F50,식사장애,2018년,인천광역시,37세,여자,8,222
F50,식사장애,2018년,인천광역시,38세,남자,1,7
F50,식사장애,2018년,인천광역시,38세,여자,39,2766
F50,식사장애,2018년,인천광역시,39세,남자,1,11
F50,식사장애,2018년,인천광역시,39세,여자,16,737
F50,식사장애,2018년,인천광역시,40세,여자,21,1228
F50,식사장애,2018년,인천광역시,41세,남자,21,549
F50,식사장애,2018년,인천광역시,41세,여자,2,56
F50,식사장애,2018년,인천광역시,42세,남자,1,15
F50,식사장애,2018년,인천광역시,42세,여자,5,247
F50,식사장애,2018년,인천광역시,43세,남자,1,50
F50,식사장애,2018년,인천광역시,43세,여자,10,651
F50,식사장애,2018년,인천광역시,45세,여자,10,867
F50,식사장애,2018년,인천광역시,46세,여자,4,113
F50,식사장애,2018년,인천광역시,47세,여자,1,27
F50,식사장애,2018년,인천광역시,48세,여자,23,1385
F50,식사장애,2018년,인천광역시,49세,여자,2,37
F50,식사장애,2018년,인천광역시,51세,여자,1,11
F50,식사장애,2018년,인천광역시,52세,여자,5,141
F50,식사장애,2018년,인천광역시,53세,여자,1,15
F50,식사장애,2018년,인천광역시,54세,남자,9,433
F50,식사장애,2018년,인천광역시,54세,여자,1,15
F50,식사장애,2018년,인천광역시,56세,여자,1,13
F50,식사장애,2018년,인천광역시,57세,여자,5,245
F50,식사장애,2018년,인천광역시,58세,남자,5,96
F50,식사장애,2018년,인천광역시,59세,남자,1,44
F50,식사장애,2018년,인천광역시,59세,여자,14,552
F50,식사장애,2018년,인천광역시,60세,여자,29,894
