품목,등급,단량,단위,평균가
딸기(기타),특(1등            ,0.5,kg,7059
딸기(기타),상(2등            ,0.5,kg,5066
딸기(기타),보통(3            ,0.5,kg,3480
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,0.7,kg,8000
딸기(기타),특(1등            ,1,kg,4775
딸기(기타),4등               ,1,kg,4742
딸기(기타),5등               ,1,kg,2500
딸기(기타),특(1등            ,1,kg,8929
딸기(기타),상(2등            ,1,kg,5923
딸기(기타),보통(3            ,1,kg,6000
딸기(기타),4등               ,1,kg,4475
딸기(기타),특(1등            ,0.5,kg,5599
딸기(기타),상(2등            ,0.5,kg,3754
딸기(기타),보통(3            ,0.5,kg,3500
딸기(기타),특(1등            ,0.5,kg,7500
딸기(기타),상(2등            ,0.5,kg,6500
딸기(기타),보통(3            ,0.5,kg,5000
딸기(기타),특(1등            ,0.5,kg,7814
딸기(기타),상(2등            ,0.5,kg,5725
딸기(기타),보통(3            ,0.5,kg,4212
딸기(기타),4등               ,0.5,kg,3025
딸기(기타),특(1등            ,0.7,kg,6748
딸기(기타),특(1등            ,0.7,kg,7748
딸기(기타),4등               ,1,kg,6286
딸기(기타),특(1등            ,2,kg,21000
딸기(기타),특(1등            ,0.5,kg,8112
딸기(기타),상(2등            ,0.5,kg,5932
딸기(기타),보통(3            ,0.5,kg,4441
딸기(기타),9등(등            ,0.5,kg,4500
딸기(기타),특(1등            ,0.5,kg,9252
딸기(기타),상(2등            ,0.5,kg,6883
딸기(기타),보통(3            ,0.5,kg,5646
딸기(기타),4등               ,0.5,kg,4000
딸기(기타),특(1등            ,1,kg,13500
딸기(기타),상(2등            ,1,kg,9500
딸기(기타),보통(3            ,1,kg,6068
딸기(기타),9등(등            ,1,kg,4500
딸기(기타),상(2등            ,1,kg,6500
딸기(기타),4등               ,1,kg,6500
딸기(기타),특(1등            ,0.5,kg,7124
딸기(기타),상(2등            ,0.5,kg,6075
딸기(기타),보통(3            ,0.5,kg,3929
딸기(기타),특(1등            ,0.5,kg,8831
딸기(기타),상(2등            ,0.5,kg,6708
딸기(기타),보통(3            ,0.5,kg,5052
딸기(기타),4등               ,0.5,kg,4304
딸기(기타),특(1등            ,0.7,kg,8510
딸기(기타),특(1등            ,1,kg,6500
딸기(기타),상(2등            ,1,kg,7000
딸기(기타),4등               ,1,kg,7000
딸기(기타),특(1등            ,2,kg,23000
딸기(기타),특(1등            ,0.5,kg,5565
딸기(기타),특(1등            ,0.5,kg,6327
딸기(기타),상(2등            ,0.5,kg,6000
딸기(기타),보통(3            ,0.5,kg,5000
딸기(기타),4등               ,0.5,kg,4000
딸기(기타),특(1등            ,0.5,kg,6653
딸기(기타),상(2등            ,0.5,kg,4995
딸기(기타),보통(3            ,0.5,kg,3465
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,1,kg,6941
딸기(기타),5등               ,1,kg,4000
딸기(기타),상(2등            ,1,kg,4100
딸기(기타),4등               ,1,kg,5000
딸기(기타),상(2등            ,8,kg,53333
딸기(기타),특(1등            ,0.5,kg,7112
딸기(기타),상(2등            ,0.5,kg,5138
딸기(기타),보통(3            ,0.5,kg,4500
딸기(기타),9등(등            ,0.5,kg,4000
딸기(기타),특(1등            ,0.5,kg,8606
딸기(기타),상(2등            ,0.5,kg,7603
딸기(기타),보통(3            ,0.5,kg,7149
딸기(기타),4등               ,0.5,kg,5173
딸기(기타),특(1등            ,0.5,kg,7868
딸기(기타),상(2등            ,0.5,kg,5487
딸기(기타),보통(3            ,0.5,kg,4000
딸기(기타),4등               ,0.5,kg,3000
딸기(기타),특(1등            ,0.7,kg,6500
딸기(기타),특(1등            ,1,kg,10000
딸기(기타),상(2등            ,1,kg,8500
딸기(기타),보통(3            ,1,kg,5500
딸기(기타),9등(등            ,1,kg,4000
딸기(기타),특(1등            ,1,kg,5333
딸기(기타),상(2등            ,1,kg,6000
딸기(기타),4등               ,1,kg,5846
딸기(기타),특(1등            ,0.5,kg,5306
딸기(기타),상(2등            ,0.5,kg,3279
딸기(기타),보통(3            ,0.5,kg,2845
딸기(기타),9등(등            ,0.5,kg,1369
딸기(기타),특(1등            ,0.5,kg,6898
딸기(기타),상(2등            ,0.5,kg,4832
딸기(기타),보통(3            ,0.5,kg,3638
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,1,kg,8500
딸기(기타),상(2등            ,1,kg,5000
딸기(기타),보통(3            ,1,kg,4000
딸기(기타),9등(등            ,1,kg,3000
딸기(기타),특(1등            ,1,kg,10000
딸기(기타),상(2등            ,1,kg,9000
딸기(기타),보통(3            ,1,kg,6500
딸기(기타),4등               ,1,kg,4000
딸기(기타),보통(3            ,1,kg,4500
딸기(기타),4등               ,1,kg,5722
딸기(기타),특(1등            ,2,kg,16500
딸기(기타),특(1등            ,0.5,kg,5096
딸기(기타),상(2등            ,0.5,kg,3430
딸기(기타),보통(3            ,0.5,kg,3000
딸기(기타),9등(등            ,0.5,kg,3000
딸기(기타),특(1등            ,0.5,kg,5159
딸기(기타),상(2등            ,0.5,kg,4914
딸기(기타),보통(3            ,0.5,kg,3425
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,1,kg,8500
딸기(기타),상(2등            ,1,kg,4000
딸기(기타),보통(3            ,1,kg,3500
딸기(기타),특(1등            ,1,kg,8000
딸기(기타),상(2등            ,1,kg,4100
딸기(기타),보통(3            ,1,kg,2000
딸기(기타),4등               ,1,kg,4567
딸기(기타),특(1등            ,2,kg,9600
딸기(기타),특(1등            ,0.5,kg,6500
딸기(기타),상(2등            ,0.5,kg,3000
딸기(기타),보통(3            ,0.5,kg,3500
딸기(기타),9등(등            ,0.5,kg,2500
딸기(기타),특(1등            ,0.5,kg,6000
딸기(기타),상(2등            ,0.5,kg,5000
딸기(기타),보통(3            ,0.5,kg,4000
딸기(기타),4등               ,0.5,kg,3000
딸기(기타),특(1등            ,0.5,kg,7211
딸기(기타),상(2등            ,0.5,kg,4830
딸기(기타),보통(3            ,0.5,kg,3147
딸기(기타),4등               ,0.5,kg,2000
딸기(기타),특(1등            ,1,kg,8000
딸기(기타),상(2등            ,1,kg,5000
딸기(기타),보통(3            ,1,kg,3500
딸기(기타),9등(등            ,1,kg,2500
딸기(기타),특(1등            ,1,kg,3500
딸기(기타),상(2등            ,1,kg,6678
딸기(기타),보통(3            ,1,kg,5000
딸기(기타),4등               ,1,kg,3815
딸기(기타),특(1등            ,0.5,kg,4589
딸기(기타),상(2등            ,0.5,kg,3500
딸기(기타),특(1등            ,0.5,kg,8409
딸기(기타),상(2등            ,0.5,kg,6136
딸기(기타),보통(3            ,0.5,kg,4871
딸기(기타),4등               ,0.5,kg,3797
딸기(기타),특(1등            ,0.5,kg,5560
딸기(기타),상(2등            ,0.5,kg,3779
딸기(기타),보통(3            ,0.5,kg,2589
딸기(기타),4등               ,0.5,kg,2000
딸기(기타),특(1등            ,1,kg,5665
딸기(기타),5등               ,1,kg,3500
딸기(기타),4등               ,1,kg,3571
딸기(기타),특(1등            ,2,kg,4914
딸기(기타),특(1등            ,0.5,kg,6449
딸기(기타),상(2등            ,0.5,kg,4940
딸기(기타),보통(3            ,0.5,kg,5000
딸기(기타),특(1등            ,0.5,kg,6296
딸기(기타),상(2등            ,0.5,kg,5593
딸기(기타),보통(3            ,0.5,kg,3866
딸기(기타),4등               ,0.5,kg,3000
딸기(기타),특(1등            ,0.5,kg,5939
딸기(기타),상(2등            ,0.5,kg,4684
딸기(기타),보통(3            ,0.5,kg,3026
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,1,kg,5279
딸기(기타),상(2등            ,1,kg,9000
딸기(기타),보통(3            ,1,kg,7000
딸기(기타),특(1등            ,1,kg,3000
딸기(기타),상(2등            ,1,kg,4600
딸기(기타),보통(3            ,1,kg,4250
딸기(기타),4등               ,1,kg,4000
딸기(기타),특(1등            ,0.5,kg,3500
딸기(기타),특(1등            ,0.5,kg,6208
딸기(기타),상(2등            ,0.5,kg,4707
딸기(기타),보통(3            ,0.5,kg,3638
딸기(기타),4등               ,0.5,kg,3000
딸기(기타),특(1등            ,0.5,kg,7472
딸기(기타),상(2등            ,0.5,kg,5483
딸기(기타),보통(3            ,0.5,kg,3276
딸기(기타),특(1등            ,0.7,kg,8000
딸기(기타),특(1등            ,1,kg,3423
딸기(기타),5등               ,1,kg,2500
딸기(기타),상(2등            ,1,kg,4200
딸기(기타),보통(3            ,1,kg,4739
딸기(기타),4등               ,1,kg,4000
딸기(기타),특(1등            ,0.5,kg,3722
딸기(기타),특(1등            ,0.5,kg,3579
딸기(기타),상(2등            ,0.5,kg,4000
딸기(기타),보통(3            ,0.5,kg,3000
딸기(기타),4등               ,0.5,kg,2000
딸기(기타),특(1등            ,0.5,kg,4818
딸기(기타),상(2등            ,0.5,kg,3718
딸기(기타),보통(3            ,0.5,kg,2071
딸기(기타),4등               ,0.5,kg,1607
딸기(기타),특(1등            ,1,kg,2500
딸기(기타),5등               ,1,kg,2500
딸기(기타),상(2등            ,1,kg,3416
딸기(기타),보통(3            ,1,kg,4000
딸기(기타),4등               ,1,kg,3317
딸기(기타),특(1등            ,0.5,kg,4313
딸기(기타),상(2등            ,0.5,kg,2587
딸기(기타),보통(3            ,0.5,kg,2684
딸기(기타),9등(등            ,0.5,kg,1915
딸기(기타),특(1등            ,0.5,kg,5500
딸기(기타),상(2등            ,0.5,kg,4500
딸기(기타),보통(3            ,0.5,kg,4000
딸기(기타),4등               ,0.5,kg,3000
딸기(기타),특(1등            ,0.5,kg,6122
딸기(기타),상(2등            ,0.5,kg,4305
딸기(기타),보통(3            ,0.5,kg,2912
딸기(기타),4등               ,0.5,kg,1500
딸기(기타),특(1등            ,0.7,kg,7500
딸기(기타),특(1등            ,1,kg,6486
딸기(기타),상(2등            ,1,kg,4163
딸기(기타),보통(3            ,1,kg,2607
딸기(기타),특(1등            ,1,kg,2000
딸기(기타),상(2등            ,1,kg,4100
딸기(기타),보통(3            ,1,kg,2500
딸기(기타),4등               ,1,kg,3160
딸기(기타),특(1등            ,0.5,kg,4826
딸기(기타),특(1등            ,0.5,kg,7778
딸기(기타),상(2등            ,0.5,kg,5606
딸기(기타),보통(3            ,0.5,kg,4223
딸기(기타),4등               ,0.5,kg,3500
딸기(기타),특(1등            ,0.5,kg,5767
딸기(기타),상(2등            ,0.5,kg,4252
딸기(기타),보통(3            ,0.5,kg,2903
딸기(기타),4등               ,0.5,kg,2000
딸기(기타),특(1등            ,1,kg,10000
딸기(기타),5등               ,1,kg,2500
딸기(기타),상(2등            ,1,kg,3000
딸기(기타),보통(3            ,1,kg,4615
딸기(기타),4등               ,1,kg,3962
딸기(기타),특(1등            ,2,kg,13500
딸기(기타),특(1등            ,0.5,kg,5696
딸기(기타),특(1등            ,0.5,kg,7306
딸기(기타),상(2등            ,0.5,kg,5041
딸기(기타),보통(3            ,0.5,kg,3601
딸기(기타),4등               ,0.5,kg,3276
딸기(기타),특(1등            ,0.5,kg,5544
딸기(기타),상(2등            ,0.5,kg,4318
딸기(기타),보통(3            ,0.5,kg,3155
딸기(기타),4등               ,0.5,kg,3000
딸기(기타),특(1등            ,1,kg,7590
딸기(기타),4등               ,1,kg,3000
딸기(기타),상(2등            ,1,kg,4300
딸기(기타),보통(3            ,1,kg,5500
딸기(기타),4등               ,1,kg,4500
딸기(기타),특(1등            ,2,kg,15000
딸기(기타),상(2등            ,2,kg,9000
딸기(기타),특(1등            ,0.5,kg,4161
딸기(기타),특(1등            ,0.5,kg,5500
딸기(기타),상(2등            ,0.5,kg,4500
딸기(기타),보통(3            ,0.5,kg,3796
딸기(기타),4등               ,0.5,kg,2814
딸기(기타),특(1등            ,0.5,kg,6072
딸기(기타),상(2등            ,0.5,kg,3984
딸기(기타),보통(3            ,0.5,kg,2849
딸기(기타),4등               ,0.5,kg,2283
딸기(기타),특(1등            ,1,kg,5639
딸기(기타),특(1등            ,1,kg,2000
딸기(기타),보통(3            ,1,kg,4306
딸기(기타),4등               ,1,kg,3500
딸기(기타),특(1등            ,0.5,kg,2800
딸기(기타),특(1등            ,0.5,kg,5500
딸기(기타),상(2등            ,0.5,kg,13000
딸기(기타),보통(3            ,0.5,kg,3500
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,0.5,kg,5059
딸기(기타),상(2등            ,0.5,kg,3751
딸기(기타),보통(3            ,0.5,kg,2368
딸기(기타),특(1등            ,0.7,kg,7500
딸기(기타),특(1등            ,1,kg,3857
딸기(기타),5등               ,1,kg,2000
딸기(기타),상(2등            ,1,kg,3500
딸기(기타),보통(3            ,1,kg,4161
딸기(기타),4등               ,1,kg,2833
딸기(기타),특(1등            ,0.5,kg,5500
딸기(기타),상(2등            ,0.5,kg,4500
딸기(기타),보통(3            ,0.5,kg,3500
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,0.5,kg,5873
딸기(기타),상(2등            ,0.5,kg,3992
딸기(기타),보통(3            ,0.5,kg,2662
딸기(기타),4등               ,0.5,kg,1500
딸기(기타),특(1등            ,1,kg,11000
딸기(기타),상(2등            ,1,kg,7000
딸기(기타),보통(3            ,1,kg,5000
딸기(기타),4등               ,1,kg,2500
딸기(기타),5등               ,1,kg,2500
딸기(기타),상(2등            ,1,kg,3613
딸기(기타),보통(3            ,1,kg,4500
딸기(기타),4등               ,1,kg,3352
딸기(기타),특(1등            ,0.5,kg,6292
딸기(기타),상(2등            ,0.5,kg,5180
딸기(기타),보통(3            ,0.5,kg,3827
딸기(기타),4등               ,0.5,kg,2667
딸기(기타),특(1등            ,0.5,kg,6789
딸기(기타),상(2등            ,0.5,kg,4392
딸기(기타),보통(3            ,0.5,kg,2968
딸기(기타),4등               ,0.5,kg,2000
딸기(기타),특(1등            ,1,kg,7796
딸기(기타),상(2등            ,1,kg,5094
딸기(기타),보통(3            ,1,kg,3000
딸기(기타),없음              ,1,kg,2500
딸기(기타),특(1등            ,1,kg,3500
딸기(기타),상(2등            ,1,kg,3679
딸기(기타),보통(3            ,1,kg,4377
딸기(기타),4등               ,1,kg,3647
딸기(기타),특(1등            ,2,kg,20000
딸기(기타),특(1등            ,0.5,kg,5500
딸기(기타),상(2등            ,0.5,kg,3500
딸기(기타),9등(등            ,0.5,kg,2000
딸기(기타),특(1등            ,0.5,kg,4008
딸기(기타),상(2등            ,0.5,kg,4500
딸기(기타),보통(3            ,0.5,kg,4000
딸기(기타),4등               ,0.5,kg,3000
딸기(기타),특(1등            ,0.5,kg,5673
딸기(기타),상(2등            ,0.5,kg,3837
딸기(기타),보통(3            ,0.5,kg,2732
딸기(기타),4등               ,0.5,kg,1500
딸기(기타),특(1등            ,1,kg,9286
딸기(기타),상(2등            ,1,kg,6824
딸기(기타),보통(3            ,1,kg,3500
딸기(기타),5등               ,1,kg,3000
딸기(기타),상(2등            ,1,kg,3600
딸기(기타),보통(3            ,1,kg,4167
딸기(기타),4등               ,1,kg,3500
딸기(기타),특(1등            ,0.5,kg,6000
딸기(기타),상(2등            ,0.5,kg,4500
딸기(기타),보통(3            ,0.5,kg,3500
딸기(기타),4등               ,0.5,kg,2500
딸기(기타),특(1등            ,0.5,kg,5037
딸기(기타),상(2등            ,0.5,kg,3781
딸기(기타),보통(3            ,0.5,kg,2339
딸기(기타),4등               ,0.5,kg,1500
딸기(기타),특(1등            ,1,kg,5000
딸기(기타),상(2등            ,1,kg,3500
딸기(기타),보통(3            ,1,kg,2000
딸기(기타),5등               ,1,kg,2000
딸기(기타),상(2등            ,1,kg,2600
딸기(기타),보통(3            ,1,kg,3092
딸기(기타),4등               ,1,kg,2870
딸기(기타),특(1등            ,0.5,kg,2949
딸기(기타),특(1등            ,0.5,kg,4423
딸기(기타),상(2등            ,0.5,kg,3221
딸기(기타),보통(3            ,0.5,kg,2579
딸기(기타),4등               ,0.5,kg,2069
딸기(기타),특(1등            ,0.5,kg,6141
딸기(기타),상(2등            ,0.5,kg,4350
딸기(기타),보통(3            ,0.5,kg,3550
딸기(기타),특(1등            ,0.7,kg,7500
딸기(기타),특(1등            ,1,kg,4183
딸기(기타),특(1등            ,1,kg,7000
딸기(기타),상(2등            ,1,kg,5875
딸기(기타),5등               ,1,kg,2500
딸기(기타),보통(3            ,1,kg,3500
딸기(기타),4등               ,1,kg,2639
딸기(설향),특(1등            ,0.5,kg,5244
딸기(설향),상(2등            ,0.5,kg,4500
딸기(설향),보통(3            ,0.5,kg,3000
딸기(설향),특(1등            ,0.5,kg,5510
딸기(설향),상(2등            ,0.5,kg,4898
딸기(설향),보통(3            ,0.5,kg,3576
딸기(설향),특(1등            ,0.5,kg,5016
딸기(설향),상(2등            ,0.5,kg,3619
딸기(설향),보통(3            ,0.5,kg,2749
딸기(설향),4등               ,0.5,kg,2129
딸기(설향),특(1등            ,1,kg,7752
딸기(설향),상(2등            ,1,kg,8626
딸기(설향),보통(3            ,1,kg,4169
딸기(설향),9등(등            ,1,kg,3401
딸기(설향),특(1등            ,1,kg,7106
딸기(설향),상(2등            ,1,kg,7380
딸기(설향),보통(3            ,1,kg,4200
딸기(설향),4등               ,1,kg,2919
딸기(설향),상(2등            ,1,kg,3800
딸기(설향),보통(3            ,1,kg,2902
딸기(설향),4등               ,1,kg,1500
딸기(설향),특(1등            ,1,kg,9250
딸기(설향),상(2등            ,1,kg,6778
딸기(설향),보통(3            ,1,kg,5002
딸기(설향),4등               ,1,kg,3544
딸기(설향),특(1등            ,2,kg,12572
딸기(설향),상(2등            ,2,kg,13536
딸기(설향),특(1등            ,0.5,kg,3417
딸기(설향),특(1등            ,0.5,kg,4030
딸기(설향),상(2등            ,0.5,kg,4180
딸기(설향),보통(3            ,0.5,kg,2701
딸기(설향),특(1등            ,0.5,kg,4202
딸기(설향),상(2등            ,0.5,kg,3335
딸기(설향),보통(3            ,0.5,kg,2654
딸기(설향),4등               ,0.5,kg,1905
딸기(설향),특(1등            ,1,kg,7003
딸기(설향),상(2등            ,1,kg,7500
딸기(설향),보통(3            ,1,kg,4769
딸기(설향),9등(등            ,1,kg,3500
딸기(설향),특(1등            ,1,kg,5611
딸기(설향),상(2등            ,1,kg,5760
딸기(설향),보통(3            ,1,kg,3878
딸기(설향),4등               ,1,kg,2640
딸기(설향),상(2등            ,1,kg,3900
딸기(설향),보통(3            ,1,kg,3054
딸기(설향),특(1등            ,1,kg,2000
딸기(설향),특(1등            ,1,kg,7225
딸기(설향),상(2등            ,1,kg,5548
딸기(설향),보통(3            ,1,kg,4065
딸기(설향),4등               ,1,kg,2965
딸기(설향),특(1등            ,2,kg,11543
딸기(설향),상(2등            ,2,kg,12141
딸기(설향),특(1등            ,0.5,kg,5218
딸기(설향),상(2등            ,0.5,kg,8500
딸기(설향),보통(3            ,0.5,kg,6297
딸기(설향),특(1등            ,0.5,kg,5227
딸기(설향),상(2등            ,0.5,kg,4455
딸기(설향),보통(3            ,0.5,kg,3122
딸기(설향),특(1등            ,0.5,kg,5670
딸기(설향),상(2등            ,0.5,kg,4304
딸기(설향),보통(3            ,0.5,kg,3508
딸기(설향),4등               ,0.5,kg,2712
딸기(설향),특(1등            ,1,kg,10225
딸기(설향),상(2등            ,1,kg,8732
딸기(설향),보통(3            ,1,kg,4870
딸기(설향),5등               ,1,kg,5000
딸기(설향),9등(등            ,1,kg,3591
딸기(설향),특(1등            ,1,kg,7681
딸기(설향),상(2등            ,1,kg,7280
딸기(설향),보통(3            ,1,kg,3890
딸기(설향),4등               ,1,kg,3665
딸기(설향),특(1등            ,1,kg,5500
딸기(설향),상(2등            ,1,kg,4400
딸기(설향),보통(3            ,1,kg,3080
딸기(설향),특(1등            ,1,kg,10912
딸기(설향),상(2등            ,1,kg,7546
딸기(설향),보통(3            ,1,kg,5832
딸기(설향),4등               ,1,kg,4369
딸기(설향),특(1등            ,2,kg,13873
딸기(설향),상(2등            ,2,kg,15490
딸기(설향),특(1등            ,0.5,kg,5367
딸기(설향),특(1등            ,0.5,kg,5423
딸기(설향),상(2등            ,0.5,kg,4942
딸기(설향),보통(3            ,0.5,kg,3706
딸기(설향),4등               ,0.5,kg,3000
딸기(설향),특(1등            ,0.5,kg,5455
딸기(설향),상(2등            ,0.5,kg,4657
딸기(설향),보통(3            ,0.5,kg,3469
딸기(설향),4등               ,0.5,kg,2764
딸기(설향),특(1등            ,1,kg,11872
딸기(설향),상(2등            ,1,kg,8382
딸기(설향),보통(3            ,1,kg,4063
딸기(설향),5등               ,1,kg,5000
딸기(설향),9등(등            ,1,kg,5000
딸기(설향),특(1등            ,1,kg,7648
딸기(설향),상(2등            ,1,kg,7809
딸기(설향),4등               ,1,kg,4747
딸기(설향),특(1등            ,1,kg,4400
딸기(설향),보통(3            ,1,kg,3664
딸기(설향),특(1등            ,1,kg,11036
딸기(설향),상(2등            ,1,kg,7554
딸기(설향),보통(3            ,1,kg,6053
딸기(설향),4등               ,1,kg,4556
딸기(설향),특(1등            ,2,kg,15374
딸기(설향),상(2등            ,2,kg,16651
딸기(설향),특(1등            ,0.5,kg,5989
딸기(설향),상(2등            ,0.5,kg,4500
딸기(설향),특(1등            ,0.5,kg,6155
딸기(설향),상(2등            ,0.5,kg,5522
딸기(설향),보통(3            ,0.5,kg,4476
딸기(설향),4등               ,0.5,kg,4000
딸기(설향),특(1등            ,0.5,kg,6061
딸기(설향),상(2등            ,0.5,kg,4419
딸기(설향),보통(3            ,0.5,kg,3364
딸기(설향),4등               ,0.5,kg,2904
딸기(설향),특(1등            ,1,kg,12243
딸기(설향),상(2등            ,1,kg,9000
딸기(설향),보통(3            ,1,kg,5000
딸기(설향),5등               ,1,kg,5500
딸기(설향),특(1등            ,1,kg,9126
딸기(설향),상(2등            ,1,kg,7562
딸기(설향),보통(3            ,1,kg,5437
딸기(설향),4등               ,1,kg,4618
딸기(설향),보통(3            ,1,kg,2955
딸기(설향),특(1등            ,1,kg,9739
딸기(설향),상(2등            ,1,kg,7792
딸기(설향),보통(3            ,1,kg,6268
딸기(설향),4등               ,1,kg,4603
딸기(설향),특(1등            ,2,kg,14977
딸기(설향),상(2등            ,2,kg,14566
딸기(설향),특(1등            ,0.5,kg,4309
딸기(설향),상(2등            ,0.5,kg,2500
딸기(설향),보통(3            ,0.5,kg,1500
딸기(설향),특(1등            ,0.5,kg,6180
딸기(설향),상(2등            ,0.5,kg,5237
딸기(설향),보통(3            ,0.5,kg,4225
딸기(설향),4등               ,0.5,kg,3646
딸기(설향),5등               ,0.5,kg,2500
딸기(설향),특(1등            ,0.5,kg,4957
딸기(설향),상(2등            ,0.5,kg,3987
딸기(설향),보통(3            ,0.5,kg,3346
딸기(설향),4등               ,0.5,kg,2920
딸기(설향),특(1등            ,1,kg,11883
딸기(설향),상(2등            ,1,kg,8919
딸기(설향),보통(3            ,1,kg,6275
딸기(설향),9등(등            ,1,kg,5071
딸기(설향),특(1등            ,1,kg,8750
딸기(설향),상(2등            ,1,kg,7433
딸기(설향),보통(3            ,1,kg,5044
딸기(설향),4등               ,1,kg,5222
딸기(설향),9등(등            ,1,kg,3000
딸기(설향),보통(3            ,1,kg,4000
딸기(설향),특(1등            ,1,kg,9455
딸기(설향),상(2등            ,1,kg,6826
딸기(설향),보통(3            ,1,kg,5156
딸기(설향),4등               ,1,kg,3912
딸기(설향),특(1등            ,2,kg,14524
딸기(설향),상(2등            ,2,kg,13411
딸기(설향),특(1등            ,0.5,kg,6020
딸기(설향),특(1등            ,0.5,kg,5787
딸기(설향),상(2등            ,0.5,kg,5055
딸기(설향),보통(3            ,0.5,kg,3905
딸기(설향),4등               ,0.5,kg,3763
딸기(설향),특(1등            ,0.5,kg,4961
딸기(설향),상(2등            ,0.5,kg,4121
딸기(설향),보통(3            ,0.5,kg,3098
딸기(설향),4등               ,0.5,kg,2450
딸기(설향),특(1등            ,1,kg,9447
딸기(설향),상(2등            ,1,kg,7000
딸기(설향),5등               ,1,kg,5500
딸기(설향),특(1등            ,1,kg,9221
딸기(설향),상(2등            ,1,kg,6864
딸기(설향),보통(3            ,1,kg,4505
딸기(설향),4등               ,1,kg,4619
딸기(설향),5등               ,1,kg,4000
딸기(설향),보통(3            ,1,kg,3598
딸기(설향),특(1등            ,1,kg,8514
딸기(설향),상(2등            ,1,kg,6780
딸기(설향),보통(3            ,1,kg,5662
딸기(설향),4등               ,1,kg,3947
딸기(설향),특(1등            ,2,kg,13774
딸기(설향),상(2등            ,2,kg,13430
딸기(설향),특(1등            ,0.5,kg,5436
딸기(설향),상(2등            ,0.5,kg,3800
딸기(설향),보통(3            ,0.5,kg,2778
딸기(설향),특(1등            ,0.5,kg,6134
딸기(설향),상(2등            ,0.5,kg,5457
딸기(설향),보통(3            ,0.5,kg,4346
딸기(설향),4등               ,0.5,kg,4449
딸기(설향),특(1등            ,0.5,kg,6357
딸기(설향),상(2등            ,0.5,kg,4739
딸기(설향),보통(3            ,0.5,kg,4667
딸기(설향),4등               ,0.5,kg,3016
딸기(설향),특(1등            ,1,kg,10354
딸기(설향),상(2등            ,1,kg,8188
딸기(설향),보통(3            ,1,kg,6613
딸기(설향),9등(등            ,1,kg,6390
딸기(설향),특(1등            ,1,kg,9572
딸기(설향),상(2등            ,1,kg,7682
딸기(설향),보통(3            ,1,kg,6108
딸기(설향),4등               ,1,kg,6284
딸기(설향),5등               ,1,kg,3500
딸기(설향),상(2등            ,1,kg,4500
딸기(설향),보통(3            ,1,kg,3991
딸기(설향),특(1등            ,1,kg,9001
딸기(설향),상(2등            ,1,kg,8334
딸기(설향),보통(3            ,1,kg,5873
딸기(설향),4등               ,1,kg,4846
딸기(설향),특(1등            ,2,kg,16443
딸기(설향),상(2등            ,2,kg,17237
딸기(설향),특(1등            ,0.5,kg,8578
딸기(설향),상(2등            ,0.5,kg,9000
딸기(설향),보통(3            ,0.5,kg,6500
딸기(설향),특(1등            ,0.5,kg,7226
딸기(설향),상(2등            ,0.5,kg,5777
딸기(설향),보통(3            ,0.5,kg,4711
딸기(설향),4등               ,0.5,kg,5500
딸기(설향),5등               ,0.5,kg,4000
딸기(설향),특(1등            ,0.5,kg,6065
딸기(설향),상(2등            ,0.5,kg,4974
딸기(설향),보통(3            ,0.5,kg,4030
딸기(설향),4등               ,0.5,kg,3131
딸기(설향),특(1등            ,1,kg,13521
딸기(설향),상(2등            ,1,kg,9000
딸기(설향),보통(3            ,1,kg,6500
딸기(설향),9등(등            ,1,kg,4000
딸기(설향),특(1등            ,1,kg,11757
딸기(설향),상(2등            ,1,kg,10284
딸기(설향),보통(3            ,1,kg,7657
딸기(설향),4등               ,1,kg,4844
딸기(설향),보통(3            ,1,kg,5500
딸기(설향),특(1등            ,1,kg,10179
딸기(설향),상(2등            ,1,kg,8869
딸기(설향),보통(3            ,1,kg,7017
딸기(설향),4등               ,1,kg,5693
딸기(설향),특(1등            ,2,kg,19462
딸기(설향),상(2등            ,2,kg,19948
딸기(설향),특(1등            ,0.5,kg,6400
딸기(설향),상(2등            ,0.5,kg,4500
딸기(설향),보통(3            ,0.5,kg,3000
딸기(설향),특(1등            ,0.5,kg,6189
딸기(설향),상(2등            ,0.5,kg,5988
딸기(설향),보통(3            ,0.5,kg,4956
딸기(설향),4등               ,0.5,kg,4500
딸기(설향),특(1등            ,0.5,kg,5821
딸기(설향),상(2등            ,0.5,kg,4359
딸기(설향),보통(3            ,0.5,kg,4077
딸기(설향),4등               ,0.5,kg,3204
딸기(설향),특(1등            ,1,kg,11399
딸기(설향),상(2등            ,1,kg,10000
딸기(설향),보통(3            ,1,kg,5615
딸기(설향),9등(등            ,1,kg,3000
딸기(설향),특(1등            ,1,kg,9841
딸기(설향),상(2등            ,1,kg,77057
딸기(설향),보통(3            ,1,kg,5822
딸기(설향),4등               ,1,kg,3731
딸기(설향),상(2등            ,1,kg,5000
